Variable,TABLA,TABLA INSUMO
max_vp_mes,DBMYMWORK.JAT_MCV_VAR_VP, DBRISKDATAMART.TBL_CARTERACREDITICIA & BANREGIO_BOI.voluntaddepago_diario
min_vp_mes,DBMYMWORK.JAT_MCV_VAR_VP, DBRISKDATAMART.TBL_CARTERACREDITICIA & BANREGIO_BOI.voluntaddepago_diario
avg1_vp_mes,DBMYMWORK.JAT_MCV_VAR_VP, DBRISKDATAMART.TBL_CARTERACREDITICIA & BANREGIO_BOI.voluntaddepago_diario
avg2_vp_mes,DBMYMWORK.JAT_MCV_VAR_VP, DBRISKDATAMART.TBL_CARTERACREDITICIA & BANREGIO_BOI.voluntaddepago_diario
fecha,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
rfc,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
sum_amortizacionexigible,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
sum_amortizacionnoexigible,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
sum_pagorealizado_periodo,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
sum_pagorealizado_mes,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_dias_para_pago,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_vp_per,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_vp_per,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg1_vp_per,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg2_vp_per,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_vp_mes,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_vp_mes,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg1_vp_mes,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg2_vp_mes,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_max_dias_para_pago_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_max_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_min_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg1_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg2_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_max_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_min_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg1_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg2_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_max_dias_para_pago_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_max_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_min_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg1_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg2_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_max_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_min_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg1_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg2_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_max_dias_para_pago_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_max_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_min_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg1_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg2_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_max_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_min_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg1_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
max_avg2_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_max_dias_para_pago_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_max_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_min_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg1_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg2_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_max_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_min_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg1_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg2_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_max_dias_para_pago_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_max_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_min_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg1_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg2_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_max_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_min_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg1_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg2_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_max_dias_para_pago_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_max_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_min_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg1_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg2_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_max_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_min_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg1_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
min_avg2_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_max_dias_para_pago_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_max_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_min_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg1_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg2_vp_per_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_max_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_min_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg1_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg2_vp_mes_u03m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_max_dias_para_pago_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_max_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_min_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg1_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg2_vp_per_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_max_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_min_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg1_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg2_vp_mes_u06m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_max_dias_para_pago_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_max_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_min_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg1_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg2_vp_per_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_max_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_min_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg1_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
avg_avg2_vp_mes_u12m,DBMYMWORK.JAT_MCV_VAR_VP2,DBMYMWORK.JAT_MCV_VAR_VP
fecha,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP2
rfc,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP3
sum_amortizacionexigible,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP4
sum_amortizacionnoexigible,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP5
sum_pagorealizado_periodo,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP6
sum_pagorealizado_mes,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP7
max_dias_para_pago,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP8
max_vp_per,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP9
min_vp_per,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP10
avg1_vp_per,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP11
avg2_vp_per,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP12
max_vp_mes,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP13
min_vp_mes,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP14
avg1_vp_mes,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP15
avg2_vp_mes,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP16
max_max_dias_para_pago_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP17
max_max_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP18
max_min_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP19
max_avg1_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP20
max_avg2_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP21
max_max_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP22
max_min_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP23
max_avg1_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP24
max_avg2_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP25
max_max_dias_para_pago_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP26
max_max_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP27
max_min_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP28
max_avg1_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP29
max_avg2_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP30
max_max_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP31
max_min_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP32
max_avg1_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP33
max_avg2_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP34
max_max_dias_para_pago_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP35
max_max_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP36
max_min_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP37
max_avg1_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP38
max_avg2_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP39
max_max_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP40
max_min_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP41
max_avg1_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP42
max_avg2_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP43
min_max_dias_para_pago_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP44
min_max_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP45
min_min_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP46
min_avg1_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP47
min_avg2_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP48
min_max_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP49
min_min_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP50
min_avg1_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP51
min_avg2_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP52
min_max_dias_para_pago_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP53
min_max_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP54
min_min_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP55
min_avg1_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP56
min_avg2_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP57
min_max_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP58
min_min_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP59
min_avg1_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP60
min_avg2_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP61
min_max_dias_para_pago_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP62
min_max_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP63
min_min_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP64
min_avg1_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP65
min_avg2_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP66
min_max_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP67
min_min_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP68
min_avg1_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP69
min_avg2_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP70
avg_max_dias_para_pago_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP71
avg_max_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP72
avg_min_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP73
avg_avg1_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP74
avg_avg2_vp_per_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP75
avg_max_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP76
avg_min_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP77
avg_avg1_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP78
avg_avg2_vp_mes_u03m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP79
avg_max_dias_para_pago_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP80
avg_max_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP81
avg_min_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP82
avg_avg1_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP83
avg_avg2_vp_per_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP84
avg_max_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP85
avg_min_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP86
avg_avg1_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP87
avg_avg2_vp_mes_u06m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP88
avg_max_dias_para_pago_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP89
avg_max_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP90
avg_min_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP91
avg_avg1_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP92
avg_avg2_vp_per_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP93
avg_max_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP94
avg_min_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP95
avg_avg1_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP96
avg_avg2_vp_mes_u12m,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP97
max_vp_per_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP98
min_vp_per_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP99
avg1_vp_per_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP100
avg2_vp_per_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP101
max_vp_mes_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP102
min_vp_mes_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP103
avg1_vp_mes_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP104
avg2_vp_mes_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP105
max_max_vp_per_u03m_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP106
max_min_vp_per_u03m_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP107
max_avg1_vp_per_u03m_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP108
max_avg2_vp_per_u03m_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP109
max_max_vp_mes_u03m_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP110
max_min_vp_mes_u03m_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP111
max_avg1_vp_mes_u03m_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP112
max_avg2_vp_mes_u03m_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP113
max_max_vp_per_u06m_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP114
max_min_vp_per_u06m_2,DBMYMWORK.JAT_MCV_VARIABLES_VP,DBMYMWORK.JAT_MCV_VAR_VP115
