VARIABLE,TABLA,TABLA INSUMO
avg_m_mop_bk_op_acc,btdc_lgg_var_m_mop,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_2 /dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 /dbriskdatamart.tbl_buroconsulta_recurrente
sum_d_cur_bal_to_pmt_nbk_op_acc,btdc_lgg_var_d_cur_bal_to_pmt,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
max_ms_lst_buy_bk_r_op_acc,btdc_lgg_var_ms_lst_buy,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
sum_pct_dlq_bal_bk_op_acc,btdc_lgg_var_pct_dlq_bal,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
avg_num_dlq_bal_bk_op_acc,btdc_lgg_var_num_dlq_bal,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
avg_max_mop_tu,btdc_lgg_var_max_mop,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_2 /dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 /dbriskdatamart.tbl_buroconsulta_recurrente
max_ms_op_tu,btdc_lgg_var_ms_op,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
max_num_grw_mop_tu_all_cl_acc,btdc_lgg_var_num_grw_mop,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_3/ dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 / dbriskdatamart.tbl_buroconsulta_recurrente
max_ms_lst_pay_bk_r_op_acc,btdc_lgg_var_ms_lst_pay,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
max_util_r_op_acc,btdc_lgg_var_util,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
min_d_ms_lst_buy_to_ms_lst_pay_nbk_r_op_acc,btdc_lgg_var_d_ms_lst_buy_to_ms_lst_pay,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
sum_cred_max_gt_cur_bal_nbk_op_acc,btdc_lgg_var_cred_max_gt_cur_bal,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
num_r_pmt_by_cur_bal_tu_op_acc,btdc_lgg_var_r_pmt_by_cur_bal,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
min_ms_op_bk_pl,btdc_lgg_var_ms_op,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
avg_max_mop_hist_24m_bk,btdc_lgg_var_max_mop_hist_24m,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_2 /dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 /dbriskdatamart.tbl_buroconsulta_recurrente
min_mop_lt2_bk_pl_cl_acc,btdc_lgg_var_mop_lt2,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_3/ dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 / dbriskdatamart.tbl_buroconsulta_recurrente
avg_r_cur_bal_by_cred_max_bk_r_op_acc,btdc_lgg_var_r_cur_bal_by_cred_max,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
avg_util_bk_r_op_acc,btdc_lgg_var_util,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
avg_max_mop_hist_rel_24m_tu_all,btdc_lgg_var_max_mop_hist_rel_24m,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_2 /dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 /dbriskdatamart.tbl_buroconsulta_recurrente
num_ms_lst_def_2_tu_all_op_acc,btdc_lgg_var_ms_lst_def_2,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
avg_r_cur_bal_by_cred_max_bk_op_acc,btdc_lgg_var_r_cur_bal_by_cred_max,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
avg_num_dlq_bal_bk_r_op_acc,btdc_lgg_var_num_dlq_bal,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
sum_max_mop_hist_06m_cl_acc,btdc_lgg_var_max_mop_hist_06m,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_2 /dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 /dbriskdatamart.tbl_buroconsulta_recurrente
avg_r_cur_bal_by_cred_max_op_acc,btdc_lgg_var_r_cur_bal_by_cred_max,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
avg_r_pmt_by_cred_max_bk_op_acc,btdc_lgg_var_r_pmt_by_cred_max,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
sum_max_mop_hist_06m_bk_cl_acc,btdc_lgg_var_max_mop_hist_06m,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_2 /dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 /dbriskdatamart.tbl_buroconsulta_recurrente
num_iq_12m_bk_au,btdc_lgg_var_resumen_iq,BTDC_LGG_VAR_RESUMEN_IQ3/BTDC_LGG_VAR_RESUMEN_IQ2/BTDC_LGG_VAR_RESUMEN_IQ1/dbriskdatamart.tbl_buroconsulta_recurrente
sum_dlq_bal_tu_all_op_acc,btdc_lgg_var_dlq_bal,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
avg_max_mop_hist_rel_24m_bk_r,btdc_lgg_var_max_mop_hist_rel_24m,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_2 /dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 /dbriskdatamart.tbl_buroconsulta_recurrente
avg_num_grw_mop_r,btdc_lgg_var_num_grw_mop,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_3/ dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 / dbriskdatamart.tbl_buroconsulta_recurrente
num_ms_lst_pay_bk_pl_op_acc,btdc_lgg_var_ms_lst_pay,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
max_r_pmt_by_cred_max_bk_op_acc,btdc_lgg_var_r_pmt_by_cred_max,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
max_util_bk_r_op_acc,btdc_lgg_var_util,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
avg_max_mop_hist_24m,btdc_lgg_var_max_mop_hist_24m,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_2 /dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 /dbriskdatamart.tbl_buroconsulta_recurrente
max_num_grw_mop_bk_r_op_acc,btdc_lgg_var_num_grw_mop,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_3/ dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 / dbriskdatamart.tbl_buroconsulta_recurrente
num_ms_lst_pay_nbk_tu,btdc_lgg_var_ms_lst_pay,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
avg_num_pmt_tu_cl_acc,btdc_lgg_var_num_pmt,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1/dbmymwork.BTDC_LGG_CUENTAS3/ dbriskdatamart.tbl_buroconsulta_recurrente
max_avg_mop_bk_r_op_acc,btdc_lgg_var_avg_mop,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_2 /dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 /dbriskdatamart.tbl_buroconsulta_recurrente
max_avg_mop_bk_op_acc,btdc_lgg_var_avg_mop,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_2 /dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 /dbriskdatamart.tbl_buroconsulta_recurrente
avg_num_grw_mop_bk_r_op_acc,btdc_lgg_var_num_grw_mop,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_3/ dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 / dbriskdatamart.tbl_buroconsulta_recurrente
avg_avg_mop_bk_op_acc,btdc_lgg_var_avg_mop,dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_2 /dbmymwork.BTDC_LGG_VAR_SEGMENTADAS_1 & dbmymwork.BTDC_LGG_CUENTAS3 /dbriskdatamart.tbl_buroconsulta_recurrente
scf_valor,btdc_lgg_var_sc, dbmymwork.BTDC_LGG_BC_SEG_SC/dbriskdatamart.tbl_buroscore_recurrent
